id,alias,name,image_url,is_closed,url,review_count,category alias,category title,rating,coordinates,latitude,longitude,street,apt,area,city,pincode,country,state,address1,address2,phone,display_phone,distance,price
"j1S3NUrkB3BVT49n_e76NQ","best-bagel-and-coffee-new-york","Best Bagel & Coffee","https://s3-media2.fl.yelpcdn.com/bphoto/9-8DVzhwfzFS5GUCq3O6NA/o.jpg","False","https://www.yelp.com/biz/best-bagel-and-coffee-new-york?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","3166",bagels,Bagels,"4.5",40.7522683,-73.9910861,,225 W 35th St,,,New York,10001,US,NY,225 W 35th St-New York, NY 10001,"+12125644409","(212) 564-4409","5213.5315009761325",$
"zj8Lq1T8KIC5zwFief15jg","prince-street-pizza-new-york-2","Prince Street Pizza","https://s3-media3.fl.yelpcdn.com/bphoto/ZAukOyv530w4KjOHC5YY1w/o.jpg","False","https://www.yelp.com/biz/prince-street-pizza-new-york-2?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","3270",pizza,Pizza,"4.5",40.7229087705545,-73.9944863319397,delivery-pickup,27 Prince St,None,,New York,10012,US,NY,27 Prince St-New York, NY 10012,"+12129664100","(212) 966-4100","1941.9638172538225",$
"veq1Bl1DW3UWMekZJUsG1Q","gramercy-tavern-new-york","Gramercy Tavern","https://s3-media3.fl.yelpcdn.com/bphoto/MgfPMoFNmjIWcrMxTZbsvw/o.jpg","False","https://www.yelp.com/biz/gramercy-tavern-new-york?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","2850",newamerican,American (New),"4.5",40.738527,-73.988417,,42 E 20th St,,,New York,10003,US,NY,42 E 20th St-New York, NY 10003,"+12124770777","(212) 477-0777","3711.7439058285554",$$$$
"JION8hhg7q6zyayHYwhxIw","the-high-line-new-york","The High Line","https://s3-media2.fl.yelpcdn.com/bphoto/sTIQDH9ULKhqy8mpwMPTRw/o.jpg","False","https://www.yelp.com/biz/the-high-line-new-york?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","2320",parks,Parks,"4.5",40.7479831752801,-74.0048906107511,,820 Washington St,,,New York,10014,US,NY,820 Washington St-New York, NY 10014,"+12122069922","(212) 206-9922","4813.598883567381", 
"lWOkeS-wV4no8qqA9OwwEg","doughnut-plant-new-york-6","Doughnut Plant","https://s3-media1.fl.yelpcdn.com/bphoto/hLWKXsLv6hyltNSilBy8-g/o.jpg","False","https://www.yelp.com/biz/doughnut-plant-new-york-6?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","3177",donuts,Donuts,"4.5",40.7163944930004,-73.9886098620298,delivery-pickup,379 Grand St,,,New York,10002,US,NY,379 Grand St-New York, NY 10002,"+12125053700","(212) 505-3700","1308.3879515578776",$$
"4yPqqJDJOQX69gC66YUDkA","peter-luger-brooklyn-2","Peter Luger","https://s3-media4.fl.yelpcdn.com/bphoto/KRpKd1ZdcYSPRDhlb12Vjw/o.jpg","False","https://www.yelp.com/biz/peter-luger-brooklyn-2?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","5607",steak,Steakhouses,"4.0",40.709945,-73.962478,,178 Broadway,,,Brooklyn,11211,US,NY,178 Broadway-Brooklyn, NY 11211,"+17183877400","(718) 387-7400","2728.016921522817",$$$$
"B3_K2kUVbYOU0VaLcj_LTw","thai-villa-new-york-2","Thai Villa","https://s3-media1.fl.yelpcdn.com/bphoto/OgCU9NPFIl8hF_04Zani9w/o.jpg","False","https://www.yelp.com/biz/thai-villa-new-york-2?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","3077",thai,Thai,"4.5",40.73902,-73.99065,delivery-pickup,5 E 19th St,G Floor,,New York,10003,US,NY,5 E 19th St-G Floor-New York, NY 10003,"+12128029999","(212) 802-9999","3744.570399827637",$$
"kViIWJFfAfWPpJOwAXBKGA","national-september-11-memorial-museum-new-york","National September 11 Memorial Museum","https://s3-media2.fl.yelpcdn.com/bphoto/yoe6Wha7gQlTBNIeFO0UhQ/o.jpg","False","https://www.yelp.com/biz/national-september-11-memorial-museum-new-york?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","1403",museums,Museums,"4.5",40.711447,-74.012371,,180 Greenwich St,,,New York,10007,US,NY,180 Greenwich St-New York, NY 10007,"+12122665211","(212) 266-5211","1663.5268153196141", 
"FEVQpbOPOwAPNIgO7D3xxw","shake-shack-new-york-2","Shake Shack","https://s3-media3.fl.yelpcdn.com/bphoto/J0UoRJKdaMl0EPdgxYIlKw/o.jpg","False","https://www.yelp.com/biz/shake-shack-new-york-2?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","5560",burgers,Burgers,"4.0",40.7414000197233,-73.98815019045,delivery,Madison Square Park,,E 23rd St & Madison Ave,New York,10010,US,NY,Madison Square Park-E 23rd St & Madison Ave-New York, NY 10010,"+12128896600","(212) 889-6600","4031.402495127816",$$
"nU4XBdvxDABXqZ6CnB8Dig","clinton-street-baking-company-new-york-5","Clinton Street Baking Company","https://s3-media1.fl.yelpcdn.com/bphoto/DWHdizJ9bKbXN4yq6nbwAA/o.jpg","False","https://www.yelp.com/biz/clinton-street-baking-company-new-york-5?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","4925",bakeries,Bakeries,"4.0",40.721128,-73.983933,delivery-pickup-restaurant_reservation,4 Clinton St,,,New York,10002,US,NY,4 Clinton St-New York, NY 10002,"+16466026263","(646) 602-6263","1950.282829638887",$$
"TkFEKhsCixPWlShULKvMdQ","bottega-louie-los-angeles","Bottega Louie","https://s3-media1.fl.yelpcdn.com/bphoto/rAImnKvUNcNY8i6qEDWrZA/o.jpg","False","https://www.yelp.com/biz/bottega-louie-los-angeles?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","16714",italian,Italian,"4.0",34.0469300995766,-118.256601457672,,700 S Grand Ave,None,,Los Angeles,90017,US,CA,700 S Grand Ave-Los Angeles, CA 90017,"+12138021470","(213) 802-1470","6186.4405384986385",$$
"7O1ORGY36A-2aIENyaJWPg","howlin-rays-los-angeles-3","Howlin' Ray's","https://s3-media3.fl.yelpcdn.com/bphoto/nMilhXb2vIEqQAS278PLRw/o.jpg","False","https://www.yelp.com/biz/howlin-rays-los-angeles-3?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","5844",southern,Southern,"4.5",34.061517,-118.239716,,727 N Broadway,Ste 128,,Los Angeles,90012,US,CA,727 N Broadway-Ste 128-Los Angeles, CA 90012,"+12139358399","(213) 935-8399","7522.770199870051",$$
"KQBGm5G8IDkE8LeNY45mbA","wurstkche-los-angeles-2","Wurstkche","https://s3-media1.fl.yelpcdn.com/bphoto/gWIbvLDR1Y6yfTGTzXp_lw/o.jpg","False","https://www.yelp.com/biz/wurstk%C3%BCche-los-angeles-2?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","8224",hotdog,Hot Dogs,"4.0",34.0456047058105,-118.236061096191,pickup-delivery,800 E 3rd St,,,Los Angeles,90013,US,CA,800 E 3rd St-Los Angeles, CA 90013,"+12136874444","(213) 687-4444","8058.966046339442",$$
"iSZpZgVnASwEmlq0DORY2A","daikokuya-little-tokyo-los-angeles","Daikokuya Little Tokyo","https://s3-media3.fl.yelpcdn.com/bphoto/GG71SxFbzBd9-SRMRtB1EQ/o.jpg","False","https://www.yelp.com/biz/daikokuya-little-tokyo-los-angeles?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","8383",ramen,Ramen,"4.0",34.05008090944,-118.2401804513,,327 E 1st St,,,Los Angeles,90012,US,CA,327 E 1st St-Los Angeles, CA 90012,"+12136261680","(213) 626-1680","7589.1572422583295",$$
"DJek3FUewBzMc0gS-Gms9w","the-morrison-los-angeles","The Morrison","https://s3-media2.fl.yelpcdn.com/bphoto/fNFdhU_I6Iw7J1jM5nVmAw/o.jpg","False","https://www.yelp.com/biz/the-morrison-los-angeles?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","4247",gastropubs,Gastropubs,"4.5",34.12384,-118.26868,pickup-delivery,3179 Los Feliz Blvd,,,Los Angeles,90039,US,CA,3179 Los Feliz Blvd-Los Angeles, CA 90039,"+13236671839","(323) 667-1839","8445.157607209154",$$
"fEY0zHaDMfIW3-N__joDKQ","bestia-los-angeles","Bestia","https://s3-media3.fl.yelpcdn.com/bphoto/U5_ARVxKafWdLapQj8jlcQ/o.jpg","False","https://www.yelp.com/biz/bestia-los-angeles?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","5952",italian,Italian,"4.5",34.03402,-118.22919,,2121 E 7th Pl,,,Los Angeles,90021,US,CA,2121 E 7th Pl-Los Angeles, CA 90021,"+12135145724","(213) 514-5724","9026.050160232064",$$$
"MlmcOkwaNnxl3Zuk6HsPCQ","slurpin-ramen-bar-los-angeles","Slurpin' Ramen Bar","https://s3-media3.fl.yelpcdn.com/bphoto/L7jVXlWCLjTIvN9DYS57HA/o.jpg","False","https://www.yelp.com/biz/slurpin-ramen-bar-los-angeles?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","4222",ramen,Ramen,"4.5",34.0573614429986,-118.306769744705,pickup,3500 W 8th St,None,,Los Angeles,90005,US,CA,3500 W 8th St-Los Angeles, CA 90005,"+12133888607","(213) 388-8607","1425.7025690501273",$$
"z0zaCVA-p_5xTsyUZrmR0g","rpublique-los-angeles-2","Rpublique","https://s3-media4.fl.yelpcdn.com/bphoto/Xy6oJ25E2QUzw_zsBD-dhA/o.jpg","False","https://www.yelp.com/biz/r%C3%A9publique-los-angeles-2?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","5263",french,French,"4.0",34.06415,-118.34367,,624 S La Brea Ave,,,Los Angeles,90036,US,CA,624 S La Brea Ave-Los Angeles, CA 90036,"+13103626115","(310) 362-6115","2076.1616531876393",$$
"qAAoilHU25Qr45FOQlA19g","kang-ho-dong-baekjeong-los-angeles-4","Kang Ho-dong Baekjeong","https://s3-media3.fl.yelpcdn.com/bphoto/izhJQsGE5LZAHQb-WmNwSA/o.jpg","False","https://www.yelp.com/biz/kang-ho-dong-baekjeong-los-angeles-4?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","4178",bbq,Barbeque,"4.5",34.0637349,-118.2972751,,3465 W 6th St,,None,Los Angeles,90020,US,CA,3465 W 6th St-Los Angeles, CA 90020,"+12133849678","(213) 384-9678","2233.4236408738448",$$
"ki5SNb4Lli6uOklz6BXXGw","blu-jam-caf-los-angeles-2","Blu Jam Caf","https://s3-media4.fl.yelpcdn.com/bphoto/XE1J0GjYpoTEKbjv0ayhWA/o.jpg","False","https://www.yelp.com/biz/blu-jam-caf%C3%A9-los-angeles-2?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","5146",newamerican,American (New),"4.0",34.0837144354804,-118.350571407739,pickup-delivery,7371 Melrose Ave,None,,Los Angeles,90046,US,CA,7371 Melrose Ave-Los Angeles, CA 90046,"+13239519191","(323) 951-9191","3644.3428792604122",$$
"qCJ2LFfNbXYBIcjXNva1cA","langers-los-angeles-2","Langer's","https://s3-media2.fl.yelpcdn.com/bphoto/hRHsvV05DPkSakuTrh4D5Q/o.jpg","False","https://www.yelp.com/biz/langers-los-angeles-2?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","3641",delis,Delis,"4.5",34.05609,-118.27658,delivery,704 S Alvarado St,,,Los Angeles,90057,US,CA,704 S Alvarado St-Los Angeles, CA 90057,"+12134838050","(213) 483-8050","4150.176220936587",$$
"K-Fbh2WCHlqR56H9TnfpNA","perch-los-angeles","Perch","https://s3-media3.fl.yelpcdn.com/bphoto/CbKJ-NKAEWmRG-p6WNqn5A/o.jpg","False","https://www.yelp.com/biz/perch-los-angeles?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","7477",lounges,Lounges,"4.0",34.04897,-118.2514,,448 S Hill St,,,Los Angeles,90013,US,CA,448 S Hill St-Los Angeles, CA 90013,"+12138021770","(213) 802-1770","6601.337715096262",$$$
"fxeuGYnoRWwm5aGDg1FRJA","marugame-monzo-los-angeles-2","Marugame Monzo","https://s3-media3.fl.yelpcdn.com/bphoto/IJrq3xwEV94BjX0duzl31g/o.jpg","False","https://www.yelp.com/biz/marugame-monzo-los-angeles-2?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","3584",japanese,Japanese,"4.5",34.050023,-118.239935,,329 E 1st St,,,Los Angeles,90012,US,CA,329 E 1st St-Los Angeles, CA 90012,"+12133469762","(213) 346-9762","7612.53416206359",$$
"JYGPEUZy4k5ObXGIjcD3DA","hae-jang-chon-korean-bbq-restaurant-los-angeles","Hae Jang Chon Korean BBQ Restaurant","https://s3-media2.fl.yelpcdn.com/bphoto/UE_ZY3fBqOaun7z-75Drbw/o.jpg","False","https://www.yelp.com/biz/hae-jang-chon-korean-bbq-restaurant-los-angeles?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","4832",korean,Korean,"4.0",34.0639032,-118.3061281,,3821 W 6th St,,,Los Angeles,90020,US,CA,3821 W 6th St-Los Angeles, CA 90020,"+12133898777","(213) 389-8777","1428.3680512973276",$$
"TzIJzamxdVGc3zReKbLGaA","providence-los-angeles-2","Providence","https://s3-media3.fl.yelpcdn.com/bphoto/T3LTazm2Kdd17Fee0746wQ/o.jpg","False","https://www.yelp.com/biz/providence-los-angeles-2?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","2647",seafood,Seafood,"4.5",34.083628,-118.330168,,5955 Melrose Ave,,,Los Angeles,90038,US,CA,5955 Melrose Ave-Los Angeles, CA 90038,"+13234604170","(323) 460-4170","2580.761762152348",$$$$
"KtEMG1Aln3vQzte92QJxlw","genwa-korean-bbq-los-angeles-2","Genwa Korean BBQ","https://s3-media2.fl.yelpcdn.com/bphoto/iJ73M2gdyxFqzezqN-OOWw/o.jpg","False","https://www.yelp.com/biz/genwa-korean-bbq-los-angeles-2?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","2798",korean,Korean,"4.5",34.062321315088,-118.340898970219,,5115 Wilshire Blvd,,,Los Angeles,90036,US,CA,5115 Wilshire Blvd-Los Angeles, CA 90036,"+13235490760","(323) 549-0760","1799.8199895326532",$$
"ikF6L0HiC3_AhAiywWzS3g","salt-and-straw-los-angeles","Salt & Straw","https://s3-media3.fl.yelpcdn.com/bphoto/L6kv_lH6yjPU9Ijvrh8FtA/o.jpg","False","https://www.yelp.com/biz/salt-and-straw-los-angeles?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","2051",icecream,Ice Cream & Frozen Yogurt,"4.5",34.075825,-118.3235051,,240 N Larchmont Blvd,,,Los Angeles,90004,US,CA,240 N Larchmont Blvd-Los Angeles, CA 90004,"+13234660485","(323) 466-0485","1594.9586706344362",$$
"b4SH4SbQUJfXxh6hNkF0wg","eggslut-los-angeles-7","Eggslut","https://s3-media2.fl.yelpcdn.com/bphoto/TvaHjArPiYrazZJBz922Nw/o.jpg","False","https://www.yelp.com/biz/eggslut-los-angeles-7?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","5627",breakfast_brunch,Breakfast & Brunch,"4.0",34.0505289,-118.2486189,,317 S Broadway,,Grand Central Market,Los Angeles,90013,US,CA,317 S Broadway-Grand Central Market-Los Angeles, CA 90013,"+12136250292","(213) 625-0292","6796.48850231388",$
"amNWerp63joyW5M6tVbMcQ","sk-donuts-and-croissant-los-angeles","SK Donuts & Croissant","https://s3-media3.fl.yelpcdn.com/bphoto/KJMZ0eazBbMFmg9ode6uoA/o.jpg","False","https://www.yelp.com/biz/sk-donuts-and-croissant-los-angeles?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","2038",donuts,Donuts,"4.5",34.06895,-118.34747,pickup-delivery,5850 W 3rd St,,,Los Angeles,90036,US,CA,5850 W 3rd St-Los Angeles, CA 90036,"+13239352409","(323) 935-2409","2546.557077280181",$
"CbW8U0QAwh5XRkaLt0xNZA","masa-of-echo-park-los-angeles","Masa of Echo Park","https://s3-media3.fl.yelpcdn.com/bphoto/k8LDtpavOtjYyjgHcErZaA/o.jpg","False","https://www.yelp.com/biz/masa-of-echo-park-los-angeles?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","4044",newamerican,American (New),"4.0",34.077585,-118.259599,pickup,1800 W Sunset Blvd,None,,Los Angeles,90026,US,CA,1800 W Sunset Blvd-Los Angeles, CA 90026,"+12139891558","(213) 989-1558","5962.124763619859",$$
"qjnpkS8yZO8xcyEIy5OU9A","girl-and-the-goat-chicago","Girl & the Goat","https://s3-media1.fl.yelpcdn.com/bphoto/ya6gjD4BPlxe7AKMj_5WsA/o.jpg","False","https://www.yelp.com/biz/girl-and-the-goat-chicago?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","8484",newamerican,American (New),"4.5",41.884176,-87.6479440725005,,809 W Randolph St,,,Chicago,60607,US,IL,809 W Randolph St-Chicago, IL 60607,"+13124926262","(312) 492-6262","3396.525042772812",$$$
"cKZNbMvoqJaUe7n6lf6i7w","wildberry-pancakes-and-cafe-chicago-2","Wildberry Pancakes and Cafe","https://s3-media3.fl.yelpcdn.com/bphoto/or0SLpOk3UasVtln_AabHw/o.jpg","False","https://www.yelp.com/biz/wildberry-pancakes-and-cafe-chicago-2?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","7140",pancakes,Pancakes,"4.5",41.884668,-87.62288,pickup,130 E Randolph St,,,Chicago,60601,US,IL,130 E Randolph St-Chicago, IL 60601,"+13129389777","(312) 938-9777","5082.221755403031",$$
"xoi7Cw7FoknAx5p880RtWQ","au-cheval-chicago","Au Cheval","https://s3-media4.fl.yelpcdn.com/bphoto/a0yhvSJX_6i28iwS9egDFg/o.jpg","False","https://www.yelp.com/biz/au-cheval-chicago?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw","6895",bars,Bars,"4.5",41.88466,-87.647668,,800 W Randolph St,,,Chicago,60607,US,IL,800 W Randolph St-Chicago, IL 60607,"+13129294580","(312) 929-4580","3376.5984269738638",$$
